id,預覽食材,詳細食材
462260,麵腸,麵腸1條
462260,雞粉,雞粉1小匙
462260,蔥,蔥1根
462260,鹽,鹽1茶匙
462260,糖,糖1茶匙
470733,豬梅花火鍋薄切肉片,豬梅花火鍋薄切肉片350克
470733,澳洲白玉馬鈴薯,澳洲白玉馬鈴薯3顆
470733,香菇醬油,香菇醬油3大匙
470733,紅蘿蔔,紅蘿蔔1條
470733,味醂,味醂1大匙
470733,洋蔥,洋蔥半顆
470733,冷水,冷水800毫升
470733,米酒水,米酒水2大匙
470733,青蔥,青蔥1根
470733,胡椒粉,胡椒粉1小匙
470733,柴魚片,柴魚片5克
474629,水,水800~1000毫升
474629,香菜,香菜1把
474629,紅棗,紅棗10顆
474629,枸杞,枸杞1小把
474629,薑片,薑片5片
474629,排骨,排骨1盒
474629,蘋果,蘋果2顆
474629,玉米,玉米2根
474629,紅蘿蔔,紅蘿蔔1條
474629,日本山藥,日本山藥半條
463045,紅蘿蔔,紅蘿蔔1條
463045,米血,米血300克
463045,蠔油,蠔油1大匙
463045,蔥,蔥1根
463045,雞粉,雞粉1小匙
463045,糖,糖1小匙
474220,胡蘿蔔,胡蘿蔔260g
474220,香菜,香菜20g
474220,中筋麵粉,中筋麵粉100g
474220,食鹽,食鹽1/2茶匙
474220,冷水,冷水80g
474220,五香粉/十三香,五香粉/十三香1/2茶匙
474220,太白粉,太白粉20g
474220,白胡椒粉,白胡椒粉1/2茶匙
474220,植物油,植物油15g
474220,小蘇打粉,小蘇打粉1/4茶匙
470817,胡蘿蔔,胡蘿蔔2根
470817,蘋果,蘋果1顆
470817,全麥麵粉,全麥麵粉200g
470817,蛋,蛋1顆
470817,泡打粉,泡打粉1小匙
470817,蜂蜜,蜂蜜2大匙
470817,肉桂粉,肉桂粉1小匙
470817,葡萄乾,葡萄乾3大匙
470817,白蘭地,白蘭地少許
470817,融化的奶油,融化的奶油20g
470817,綜合堅果,綜合堅果裝飾用
464199,紅蘿蔔,紅蘿蔔1根
464199,鹽,鹽1小匙
464199,糖,糖1小匙
464199,蒜片,蒜片適量
464199,芝麻油,芝麻油1大匙
463987,絲瓜,絲瓜0.5條
463987,胡蘿蔔,胡蘿蔔0.5根
463987,薑片,薑片2片
463987,蒜頭,蒜頭2大瓣
463987,楓康吳羽保鮮膜,楓康吳羽保鮮膜1張
463987,鹽巴,鹽巴1小匙
479702,馬鈴薯🥔,馬鈴薯🥔1顆
479702,紅蘿蔔🥕,紅蘿蔔🥕1根
479702,杏鮑菇🍄,杏鮑菇🍄3株
479702,昆布醬油,昆布醬油適量
472222,白菜,白菜1顆
472222,乾香菇,乾香菇5朵
472222,鹽,鹽1~2小匙
472222,蒜頭,蒜頭3~4瓣
472222,糖,糖1小匙
472222,薑片,薑片3片
472222,白胡椒,白胡椒2小匙
472222,辣椒,辣椒2小條
472222,沙茶醬,沙茶醬2大匙
464735,紅蘿蔔,紅蘿蔔100克
464735,蘋果,蘋果50克
464735,芝麻,芝麻50克
464735,堅果,堅果20克
464735,雞蛋,雞蛋2顆
464735,希臘優格,希臘優格裝飾用
465353,牛奶,牛奶50克
465353,低筋麵粉,低筋麵粉40克
465353,切碎紅蘿蔔,切碎紅蘿蔔13克
470905,全聯牛肉片,全聯牛肉片1盒
470905,紅蘿蔔,紅蘿蔔1條
470905,醬油,醬油1大匙
470905,甜椒,甜椒1顆
470905,味霖,味霖0.5大匙
470905,白芝麻,白芝麻1小匙
470905,米酒,米酒0.5大匙
470905,香油,香油0.5大匙
464633,胡蘿蔔,胡蘿蔔2條
464633,雞蛋,雞蛋4顆
464633,鹽,鹽1/4小匙
464633,蒜瓣,蒜瓣2瓣
464633,玄米油或酪梨油,玄米油或酪梨油2小匙
462898,紅蘿蔔,紅蘿蔔1根
462898,雞蛋,雞蛋4個
462898,鹽,鹽適量
471271,紅蘿蔔絲,紅蘿蔔絲半條
471271,雞蛋,雞蛋2顆
471271,醃漬牛蒡,醃漬牛蒡2根
471271,白芝麻粒,白芝麻粒1小匙
471271,香菇調味露,香菇調味露1小匙
471271,巴西里葉,巴西里葉少許
466177,蛋,蛋3顆
466177,高湯,高湯200毫升
466177,薄鹽醬油,薄鹽醬油1大匙
466177,料,料（紅蘿蔔碎
468683,中筋麵粉,中筋麵粉360g
468683,速發酵母,速發酵母4g
468683,胡蘿蔔絲,胡蘿蔔絲300g
468683,砂糖,砂糖30g
468683,豬絞肉,豬絞肉260g
468683,植物油,植物油30g
468683,蒜頭,蒜頭4瓣
468683,薑黃粉,薑黃粉½茶匙
468683,青蔥,青蔥2支
468683,溫水,溫水180g
468683,香油•植物油,香油•植物油適量
468683,醬油•蠔油•米酒,醬油•蠔油•米酒各1大匙
468683,雞粉•十三香•白胡椒粉,雞粉•十三香•白胡椒粉各¼茶匙
467078,紅蘿蔔,紅蘿蔔4條
467078,亞麻籽粉,亞麻籽粉2小匙
467078,孜然,孜然1小匙
469328,胡蘿蔔,胡蘿蔔~908g
469328,橄欖油,橄欖油1湯匙
469328,好水,好水240ml
469328,印度綜合香料,印度綜合香料2茶匙
469328,檸檬,檸檬1/2顆
469328,香檳醋,香檳醋30ml
469328,大蒜,大蒜1 瓣
469328,腰果,腰果60g
469328,維他顧白芝麻粒,維他顧白芝麻粒60g
469328,猶太鹽,猶太鹽1茶匙
469328,黑胡椒粉,黑胡椒粉1茶匙
466841,紅蘿蔔,紅蘿蔔1條
466841,梅花火鍋豬肉片,梅花火鍋豬肉片1盒
466841,蒜片,蒜片1匙
466841,蔥,蔥2枝
466841,鹽,鹽1小匙
460228,蛋,蛋3顆
460228,蔥,蔥2根
460228,紅蘿蔔,紅蘿蔔0.5條
460228,蔥油餅,蔥油餅1張
460228,番茄醬,番茄醬1匙
455427,胡蘿蔔,胡蘿蔔1小條
455427,洋蔥,洋蔥1小顆
455427,素火腿,素火腿2片
455427,豆腐,豆腐1盒
455427,鴻禧菇,鴻禧菇1包
455427,白飯,白飯2碗
455427,調味,調味少許
455427,胡椒粉,胡椒粉少許
467654,紅蘿蔔絲,紅蘿蔔絲些許
467654,白芝麻粒,白芝麻粒1小匙
467654,北海道鹽黑豆,北海道鹽黑豆適量
467654,越光米,越光米1杯
467654,日本大麥,日本大麥3/1杯
467654,玄米油,玄米油1小匙
467654,紫蘇香鬆,紫蘇香鬆些許
467492,胡蘿蔔,胡蘿蔔2條/500g
467492,洋蔥,洋蔥1顆/200g
467492,烏醋,烏醋50g
467492,香菜,香菜6株
467492,醬油,醬油20g
467492,色拉油,色拉油50g
467492,鹽,鹽1茶匙
467492,香油,香油10g
467492,蒜頭,蒜頭10瓣/35g
467492,砂糖,砂糖1大匙
467492,味精,味精1g
467492,粗辣椒麵,粗辣椒麵15g
467492,熟白芝麻,熟白芝麻15g
467492,五香粉,五香粉¼茶匙
454957,紅蘿蔔,紅蘿蔔3條
454957,麵粉,麵粉300克
454957,雞蛋,雞蛋3個
454957,二砂糖,二砂糖2大匙
454957,水,水200~毫升
467527,豬子排,豬子排300g
467527,洋蔥,洋蔥1/2顆
467527,醬油,醬油2大匙
467527,紅蘿蔔,紅蘿蔔1條
467527,米酒,米酒2大匙
467527,蒜頭,蒜頭5顆
467527,素蠔油,素蠔油2大匙
467527,老薑,老薑5片
467527,鹽,鹽1/8茶匙
467527,青蔥,青蔥2根
467527,黑胡椒粒,黑胡椒粒1/8茶匙
467527,水,水300cc
454597,紅蘿蔔,紅蘿蔔250 公克
454597,雞蛋,雞蛋2 顆
454597,Cream Cheese,Cream Cheese125 公克
454597,細砂糖,細砂糖112 公克
454597,無鹽奶油,無鹽奶油60 公克
454597,6 寸圓形蛋糕模,6 寸圓形蛋糕模1 個
454597,葵花油 或 橄欖油,葵花油 或 橄欖油150 毫升
454597,香草籽 或 香草精,香草籽 或 香草精2 公克
454597,6 寸圓形烤紙,6 寸圓形烤紙1 張
454597,中筋麵粉,中筋麵粉150 公克
454597,糖粉,糖粉30 公克
454597,手持攪拌機,手持攪拌機1 個
454597,肉桂粉,肉桂粉1/2 小匙
454597,刮刀,刮刀1 根
454597,泡打粉,泡打粉1 小匙
454597,蘇打粉,蘇打粉1.5 公克
454597,鹽,鹽1.5 公克
464830,紅蘿蔔,紅蘿蔔2條
464830,鹽,鹽1/2小匙
464830,食用油,食用油1大匙
464830,胡椒,胡椒1/2小匙
464830,大蒜碎,大蒜碎3瓣份
464830,新鮮香草義大利歐芹(平葉巴西利,新鮮香草義大利歐芹(平葉巴西利小撮
464830,芫荽籽,芫荽籽1小匙
464830,熟白芝麻,熟白芝麻2小匙
464830,糖,糖1小匙
464830,檸檬汁,檸檬汁1小匙
464611,紅蘿蔔,紅蘿蔔2 小根
464611,洋蔥,洋蔥1／4 顆
464611,水,水200g
464611,橄欖油,橄欖油1 小匙
464611,牛奶,牛奶200g
464611,鹽,鹽1／2 小匙
464611,鮮奶油,鮮奶油適量
460172,胡蘿蔔,胡蘿蔔1根
460172,馬鈴薯,馬鈴薯2顆
460172,雞高湯,雞高湯950ml
460172,薑,薑1大匙
460424,馬鈴薯,馬鈴薯2顆
460424,紅蘿蔔,紅蘿蔔1根
460424,蒜頭,蒜頭3瓣
460424,蔥綠,蔥綠1根
460424,油,油1/2大匙
460424,鹽,鹽1/2小匙
460424,黑胡椒粒,黑胡椒粒1/3小匙
460424,白胡椒粉,白胡椒粉1/3小匙
466402,梅花豬肉,梅花豬肉250克
466402,玉米,玉米1條
466402,紅蘿蔔,紅蘿蔔1條
466402,蓮藕,蓮藕2節
466402,蓮子,蓮子1把
475070,油,油9湯匙
475070,紅鳳菜,紅鳳菜1至2把
475070,鹽巴,鹽巴半匙
475070,味精,味精半匙
475070,薑片切絲,薑片切絲隨意
476212,紅鳳菜,紅鳳菜1把
476212,薑片,薑片適量
476212,麻油,麻油適量
476212,鹽巴,鹽巴一點點
463882,紅鳳菜,紅鳳菜1把
463882,薑絲,薑絲少許
463882,素羊肉,素羊肉少許
463882,麻油,麻油少許
463882,米酒,米酒酌量
463882,鹽,鹽少許
375078,紅鳳菜,紅鳳菜1小把
375078,麵粉,麵粉(中
375078,鹽,鹽適量
375078,地瓜粉,地瓜粉1湯匙
375078,白胡椒粉,白胡椒粉少許
375078,雞蛋,雞蛋1顆
374121,紅鳳菜,紅鳳菜一小撮約5~6株
374121,雞蛋,雞蛋6顆
374121,蒜頭,蒜頭1瓣
374121,醬油,醬油適量
370158,紅鳳菜,紅鳳菜70g
370158,蒜碎,蒜碎1顆分
370158,辣椒,辣椒1根
370158,酒,酒1小匙
370158,樹子,樹子1小匙
370158,昆布柴魚高湯,昆布柴魚高湯20cc
335651,紅鳳菜,紅鳳菜200克
335651,麻油,麻油2茶匙
335651,薑,薑5克
342237,紅鳳菜,紅鳳菜1把
342237,杏鮑菇,杏鮑菇3朵
342237,豆皮,豆皮3片
342237,白芝麻,白芝麻適量
342237,胡麻醬,胡麻醬適量
342237,薑片,薑片適量
342237,麻油,麻油適量
311304,紅鳳菜,紅鳳菜1把
311304,豬肉絲,豬肉絲少許
311304,薑絲,薑絲少許
311304,蒜,蒜3顆
311304,米酒,米酒50cc
311304,黑麻油,黑麻油少許
311304,鹽,鹽少許
410323,鮭魚,鮭魚半片
410323,紅鳳菜,紅鳳菜100克
410323,玉米筍,玉米筍1~2根
410323,蘆筍,蘆筍四根
410323,紅蘿蔔,紅蘿蔔適量
410323,小黃瓜,小黃瓜適量
410323,白米,白米4/1杯
410323,藜麥,藜麥少許
410323,薑黃粉,薑黃粉少許
410323,蒟蒻米,蒟蒻米5/1杯
225421,紅鳳菜,紅鳳菜1包
197817,紅菜,紅菜2人份
197817,薑絲,薑絲適量
197817,麻油,麻油適量
197817,鹽,鹽適量
197817,昆布粉,昆布粉適量
299423,栗子南瓜,栗子南瓜1碗
299423,地瓜,地瓜1碗
299423,栗子20顆,栗子20顆1碗
299423,芋頭,芋頭1碗
299423,彩米,彩米1/4米杯
299423,彩米,彩米1/4米杯
299423,彩米,彩米1/4米杯
299423,彩米,彩米1/4米杯
138618,紅鳳菜,紅鳳菜適量
138618,薑絲,薑絲適量
108045,紅鳳菜,紅鳳菜半把
108045,五花肉,五花肉少許
108045,薑絲,薑絲適量
108045,蒜片,蒜片適量
108045,麻油,麻油少許
108045,酒,酒一大匙
108045,鹽巴,鹽巴適量
107604,紅鳳菜,紅鳳菜1把
107604,火鍋豬肉片,火鍋豬肉片數片
107604,嫩薑薑絲,嫩薑薑絲適量
107604,蒜末,蒜末1茶匙
107604,豆腐乳,豆腐乳2塊
107604,麻油,麻油1茶匙
107604,糖,糖1茶匙
107604,芝麻醬,芝麻醬1茶匙
107604,醬油,醬油1茶匙
107604,水,水1茶匙
105379,紅鳳菜,紅鳳菜300g
105379,維力炸醬,維力炸醬1大匙
105379,蒜末,蒜末少許
86682,紅鳳菜,紅鳳菜適量
86682,麻油,麻油1/2大匙
86682,蒜頭,蒜頭2瓣
121269,五木銀絲麵,五木銀絲麵1把半
121269,雞蛋,雞蛋1顆
121269,中薑絲,中薑絲5片
121269,枸杞,枸杞適量
121269,紅鳳菜,紅鳳菜1小把
121269,麻油,麻油1大匙
121269,鹽巴,鹽巴2小匙
121269,米酒,米酒1大匙
477342,絲瓜,絲瓜1 條
477342,蛤蜊,蛤蜊20 個
477342,米酒,米酒15 毫升
477342,水,水30 毫升
477342,生薑,生薑2 片
477342,枸杞,枸杞1 小把
477342,白胡椒,白胡椒少許
477342,香油,香油5 毫升
477036,絲瓜,絲瓜1條
477036,薑絲,薑絲少許
477036,蛤蠣,蛤蠣5顆
477036,紅蘿蔔,紅蘿蔔適量
477036,鹽,鹽適量
477675,絲瓜,絲瓜半條
477675,越南春捲皮,越南春捲皮數張
477675,杏鮑菇,杏鮑菇6條
477675,玉米粒,玉米粒適量
477675,美乃滋,美乃滋適量
477675,黑胡椒粒,黑胡椒粒適量
477675,麵包粉,麵包粉適量
477675,水,水少許
477675,鹽巴,鹽巴少許
477675,蛋,蛋一顆
473155,絲瓜,絲瓜1條
473155,雞蛋,雞蛋2顆
473155,雞粉,雞粉1小匙
473155,木耳,木耳2朵
473155,鹽,鹽1.5茶匙
478486,蘋果絲瓜,蘋果絲瓜2顆
478486,味醂,味醂少許
478486,薑,薑適量
478486,香油,香油少許
478486,鮮味炒手,鮮味炒手適量
479161,蛤蜊,蛤蜊半斤
479161,絲瓜,絲瓜半條
479161,鴻禧菇,鴻禧菇半朵
479161,紅蘿蔔,紅蘿蔔1/4條
479161,麵線,麵線2把
479161,雞蛋,雞蛋1顆
479161,蒜頭,蒜頭5瓣
479161,蔥,蔥2根
479161,油,油3小匙
479161,二砂糖,二砂糖1小匙
477964,絲瓜,絲瓜1條
477964,蛋,蛋2顆
477964,蒜頭,蒜頭2瓣
477964,蔥,蔥1根
477964,水,水600毫升
477964,鹽,鹽2小匙
477116,絲瓜,絲瓜300克
477116,麵線,麵線100克
477116,雞蛋,雞蛋2顆
477116,麻油,麻油20克
477116,薑片,薑片5片
478299,絲瓜,絲瓜一條
478299,年糕,年糕一包
478299,洋蔥,洋蔥一顆
476779,絲瓜,絲瓜1條
476779,蛤蜊,蛤蜊600克
476779,薑絲,薑絲5克
476779,蝦米,蝦米10克
476779,水,水70克
476779,鹽,鹽1小匙
476779,米酒,米酒1大匙
476583,絲瓜,絲瓜一條
476583,雞蛋,雞蛋2顆
476583,老薑,老薑4片
476583,米酒,米酒1大匙
476583,香油,香油1/2茶匙
476583,雞粉,雞粉1/2茶匙
476583,鹽,鹽1/4茶匙
476583,白胡椒粉,白胡椒粉1/4茶匙
476583,枸杞,枸杞少許
476583,熱水,熱水800ml
477490,絲瓜,絲瓜半根
477490,瘦肉,瘦肉適量
477490,鹽,鹽少量
477490,黃麵,黃麵少量
477490,味精,味精少量
477490,蝦仁,蝦仁半盒
468399,絲瓜,絲瓜1條
468399,海帶芽,海帶芽1小匙
468399,日式醬油,日式醬油1小匙
468399,雞粉,雞粉1茶匙
459721,絲瓜,絲瓜1條
459721,烤雞腿,烤雞腿1隻
459721,雞粉,雞粉1大匙
459721,鹽水意麵,鹽水意麵1顆
459721,蒜末,蒜末1小匙
476054,絲瓜,絲瓜1條
476054,玉米筍,玉米筍8根
476054,干貝,干貝4顆
476054,枸杞,枸杞1小匙
476054,薑,薑2片
476054,油,油少許
474415,雞蛋,雞蛋2~4顆
474415,澎湖絲瓜,澎湖絲瓜1條
474415,小顆蒜頭,小顆蒜頭1瓣
474415,乾香菇,乾香菇1朵
474415,薑片,薑片2片
474415,鹽,鹽適量
474415,鰹魚粉,鰹魚粉適量
461647,絲瓜,絲瓜1條
461647,豆腸,豆腸1條
461647,雞粉,雞粉1小匙
461647,蒜末,蒜末1小匙
461647,鹽,鹽1小匙
461647,糖,糖1茶匙
462263,絲瓜,絲瓜1條
462263,素腰花,素腰花6個
462263,雞粉,雞粉1小匙
462263,紅蘿蔔絲,紅蘿蔔絲1小匙
462263,糖,糖1茶匙
462263,冬粉,冬粉1把
462263,香油,香油1茶匙
473162,絲瓜,絲瓜1條
473162,蒜頭,蒜頭2顆
473162,鹽巴,鹽巴少許
473162,鮮味炒手,鮮味炒手少許
479244,絲瓜,絲瓜2小條
479244,鹽巴,鹽巴1小匙
479244,薑,薑1小塊
479244,虱目魚丸,虱目魚丸5顆
479244,水,水5碗
479244,枸杞,枸杞1小把
479244,食用油,食用油1匙
479244,五木細關東麵,五木細關東麵5束
461630,絲瓜,絲瓜1條
461630,雞絲麵,雞絲麵2顆
461630,雞粉,雞粉2小匙
461630,燒肉,燒肉150克
461630,蒜末,蒜末1小匙
465545,絲瓜,絲瓜1條
465545,冬，粉,冬，粉2把
465545,雞粉,雞粉2小匙
465545,海帶芽,海帶芽1大匙
465545,鹽,鹽1小匙
475631,絲瓜,絲瓜1條
475631,鹹蛋,鹹蛋1顆
475631,薑末,薑末10克
475631,白胡椒粉,白胡椒粉1小匙
475631,白開水,白開水100毫升
475631,鮮味抄手,鮮味抄手1小匙
473161,雞胸肉,雞胸肉0.5包
473161,絲瓜,絲瓜1條
473161,雞粉,雞粉0.5小匙
473161,昆布鹽,昆布鹽1小匙
473161,鹽,昆布鹽1小匙
473161,米酒,米酒0.5大匙
473161,香油,香油0.5小匙
466915,絲瓜,絲瓜1條
466915,白玉菇,白玉菇100克
466915,毛豆仁,毛豆仁50克
466915,木耳,木耳50克
466915,薑絲,薑絲20克
466915,鹽,鹽1小匙
466915,香菇粉,香菇粉1小匙
466915,胡椒粉,胡椒粉1小匙
466915,水,水1碗
466915,勾芡水,勾芡水適量
460616,絲瓜,絲瓜1條
460616,XO醬,XO醬1大匙
460616,雞粉,雞粉1茶匙
460616,蒜末,蒜末1小匙
477316,絲瓜,絲瓜1條
477316,蛤蜊,蛤蜊10顆
477316,蛋,蛋1顆
477316,蒜末,蒜末適量
477316,豬油,豬油適量
477316,麻油,麻油適量
476291,米,米1杯
476291,蝦米,蝦米些許
476291,蒜頭,蒜頭3瓣
476291,鰹魚粉,鰹魚粉2小匙
476291,雞蛋,雞蛋1顆
476291,枸杞,枸杞少許
478545,絲瓜,絲瓜1條
478545,薑,薑1小塊
478545,枸杞,枸杞1小把
478545,鹽巴,鹽巴1小匙
478545,食用油,食用油1子
478545,水,水1匙
469454,絲瓜,絲瓜1條
469454,嫩豆腐,嫩豆腐1盒
469454,鰹魚高湯包,鰹魚高湯包1包
470967,關廟細麵,關廟細麵3片
470967,絲瓜,絲瓜1條
470967,鹽,鹽適量
470967,雞蛋,雞蛋3個
470967,大蒜,大蒜1支
470967,去尾蝦仁,去尾蝦仁8尾
470967,雞高湯,雞高湯900ml
473245,絲瓜,絲瓜適量
473245,蛤蜊,蛤蜊6顆
473245,雪白菇,雪白菇適量
473245,胡蘿蔔,胡蘿蔔0.5顆
473245,虱目魚肉,虱目魚肉1顆
473245,白飯,白飯適量
473245,高湯磚,高湯磚1塊
466448,絲瓜,絲瓜1條
466448,金針菇,金針菇1/3把
466448,薑末,薑末適量
466448,火腿丁,火腿丁適量
466448,蔥白,蔥白適量
466448,鹽巴,鹽巴1/2茶匙
466448,咖哩粉,咖哩粉3小匙
466448,蝦米蝦皮,蝦米蝦皮適量
466448,雞粉,雞粉1/2茶匙
466448,雞蛋,雞蛋1顆
466448,中筋麵粉,中筋麵粉適量
466705,鹹蛋,鹹蛋3顆
466705,絲瓜,絲瓜1條
466705,麵線,麵線2把
466705,薑絲,薑絲20克
466705,鹽巴,鹽巴1小匙
466705,米酒,米酒1大匙
466705,胡椒粉,胡椒粉1小匙
460005,絲瓜,絲瓜1條
460005,杏鮑菇,杏鮑菇3根
460005,鹽,鹽1小匙
460005,蒜末,蒜末1匙
460005,雞粉,雞粉1小匙
460005,糖,糖1茶匙
466805,絲瓜,絲瓜1條
466805,蝦米,蝦米1大匙
466805,米酒,米酒半杯
463987,絲瓜,絲瓜0.5條
463987,胡蘿蔔,胡蘿蔔0.5根
463987,薑片,薑片2片
463987,蒜頭,蒜頭2大瓣
463987,楓康吳羽保鮮膜,楓康吳羽保鮮膜1張
463987,鹽巴,鹽巴1小匙
477654,紅蔥頭,紅蔥頭3辨
477654,蝦皮,蝦皮2匙
477654,綠竹筍絲,綠竹筍絲300克
477654,肉絲,肉絲80克
477654,鹽巴,鹽巴1.5匙
477654,蒜,蒜4辨
477654,油蔥酥,油蔥酥1.5匙
477654,薑,薑3片
477654,香菇,香菇5朵
477654,辣椒,辣椒4根
477654,油,油蔥酥1.5匙
477654,醬油,醬油1匙
477654,長糯米,長糯米4杯
477654,米酒,米酒半匙
477654,粽葉,粽葉20片
477654,棉線,棉線10條
477654,鹽,鹽巴1.5匙
477223,熟綠竹筍,熟綠竹筍2條
477223,蝦仁,蝦仁12隻
477223,美人姬菇,美人姬菇1包
477223,豌豆莢,豌豆莢100g
477223,洋蔥,洋蔥1/2個
477223,大蒜,大蒜2瓣
477223,市售綠咖哩醬,市售綠咖哩醬50g
477223,椰奶,椰奶50ml
477223,雞高湯,雞高湯250ml
477223,食用油,食用油1大匙
461605,綠竹筍,綠竹筍2支
461605,培根,培根1片
461605,乳酪絲,乳酪絲適量
444431,綠竹筍,綠竹筍4支
444431,肉末,肉末300克
444431,燒肉醬,燒肉醬3大匙
444431,十三香粉,十三香粉少許
444431,食用油,食用油1小匙
445217,無骨雞腿排,無骨雞腿排3片
445217,綠竹筍,綠竹筍3支
445217,白胡椒粉,白胡椒粉1/3小匙
445217,蒜瓣,蒜瓣3瓣
445217,黑胡椒粒,黑胡椒粒1/3小匙
445217,素蠔油,素蠔油1小匙
445217,五香粉,五香粉1/3小匙
445217,水,水50cc
446748,綠竹筍,綠竹筍2根
446748,豬肉絲,豬肉絲酌量
446748,醬油 鹽巴 辣椒,醬油 鹽巴 辣椒酌量
478268,雞翅,雞翅2對
478268,雞腳,雞腳1對
478268,綠竹筍,綠竹筍1隻
478268,薑片,薑片少許
478268,鹽,鹽少許
462545,綠竹筍,綠竹筍1根
462545,乾香菇,乾香菇4朵
462545,肉絲,肉絲150G
462545,蝦米,蝦米1小把
462545,鹽,鹽適量
445318,香菇,香菇4朵
445318,綠竹筍,綠竹筍1根
445318,豆包,豆包4片
445318,碗豆,碗豆2把
445318,油麵,油麵2把
445318,油,油麵2把
445318,鹽,鹽1.5匙
445318,水,水4.5杯
445318,醬油膏,醬油膏2匙
477323,綠竹筍,綠竹筍2根
477323,杏鮑菇,杏鮑菇2條
477323,水,水100毫升
477323,鹽,鹽2克
477323,黑胡椒,黑胡椒適量
477323,香菜,香菜1株
477323,蒜頭,蒜頭2瓣
479623,綠竹筍,綠竹筍1根
479623,白米,白米1杯
479623,醬油,醬油15毫升
479623,蝦米,蝦米1把
479623,蠔油,蠔油10毫升
479623,香菇,香菇5朵
479623,白胡椒,白胡椒適量
479623,蒜頭,蒜頭2瓣
479623,米酒,米酒10毫升
479623,高湯或水,高湯或水200毫升
479623,蔥花,蔥花適量
477794,綠竹筍,綠竹筍2 根
477794,蛤蠣,蛤蠣300 克
477794,鹽,鹽2 克
477794,白飯,白飯2 碗
477794,白胡椒,白胡椒適量
477794,蒜頭,蒜頭1 瓣
477794,香油,香油5 毫升
477794,紅蔥頭,紅蔥頭1 瓣
477794,蝦米,蝦米1 把
477794,乾香菇,乾香菇2 朵
477794,水,水1000 毫升
477794,香菜,香菜1 株
478794,虱目魚肚,虱目魚肚1~2片
478794,綠竹筍,綠竹筍1小個
478794,隔夜的剩飯,隔夜的剩飯2碗
478794,青菜,青菜適量
478794,蔥花,蔥花3~4支
478794,蒜頭酥,蒜頭酥2湯匙
478794,白胡椒粉,白胡椒粉1湯匙
478794,雞粉或者鮮味抄手,雞粉或者鮮味抄手適量
477970,綠竹筍,綠竹筍1根
477970,雞胸肉,雞胸肉200g
477970,醬油,醬油1.5大匙
477970,乾香菇,乾香菇4朵
477970,黑胡椒,黑胡椒1小匙
477970,蝦米,蝦米20g
477970,油蔥酥,油蔥酥1大匙
477970,蒜末,蒜末1大匙
477970,鹽,鹽適量
477970,白米,白米2米杯
477970,胡椒粉,胡椒粉適量
477970,水,水兩米杯
479409,去骨雞腿肉,去骨雞腿肉250克
479409,綠竹筍,綠竹筍1支
479409,米酒,米酒1大匙
479409,乾香菇,乾香菇4朵
479409,鹽,鹽1/4小匙
479409,醬油,醬油1大匙
479409,大蔥,大蔥1支
479409,胡椒粉,胡椒粉1/4小匙
479409,蠔油,蠔油1大匙
479409,蒜仁,蒜仁5瓣
479409,冰糖,冰糖1/2大匙
479409,辣椒,辣椒2條
479409,香菇水,香菇水150c.c.
479409,水,香菇水150c.c.
466098,麻竹筍/綠竹筍,麻竹筍/綠竹筍300g
466098,紅辣椒/朝天椒,紅辣椒/朝天椒2支
466098,米酒,米酒30g
466098,海鹽,海鹽30g
466098,砂糖,砂糖15g
466098,冷水,冷水適量
461730,綠竹筍,綠竹筍1支
461730,豬肉絲,豬肉絲150克
461730,香菇,香菇3朶
461730,白飯,白飯1大碗
461730,芹菜,芹菜2支
476461,白米1.5米杯,白米1.5米杯1.5米杯
476461,熟綠竹筍,熟綠竹筍180g
476461,大蒜,大蒜2瓣
476461,蒜苗綠,蒜苗綠1/2支
476461,紅蔥頭,紅蔥頭2瓣
476461,醬油,醬油1/2大匙
476461,水,水1.5米杯
476461,乾香菇,乾香菇1朵
476461,米酒,米酒1/2大匙
476461,蝦米,蝦米1/2小匙
476461,鹽與白胡椒粉,鹽與白胡椒粉適量
476461,蒜苗白,蒜苗白1支
476461,豬梅花肉,豬梅花肉50g
466099,綠竹筍,綠竹筍1.2Kg
466099,辣油,辣油1杯
466099,味醂,味醂1杯
466099,白醋,白醋½杯
466099,香油,香油½杯
466099,醬油,醬油3大匙
466099,砂糖,砂糖3大匙
466099,食鹽,食鹽1茶匙
466099,味精,味精1大匙
418002,綠竹筍,綠竹筍1顆
418002,蒜頭,蒜頭4瓣
418002,辣椒,辣椒4片
418002,蔥,蔥1支
418002,鹽,鹽適量
418002,香菇粉,香菇粉少許
418002,香油,香油少許
418002,熱水,熱水1米杯
478901,白飯,白飯適量
478901,綠竹筍切條,綠竹筍切條2~3支
478901,黑香菇切絲,黑香菇切絲4朵
478901,豬肉條,豬肉條適量
478901,魚丸,魚丸適量
478901,蛤或都用亦可,蛤或都用亦可適量
478901,小卷切塊,小卷切塊2尾
478901,芹菜,芹菜適量
478901,白胡椒塩,白胡椒塩少許
478901,蒜末,蒜末適量
478901,香油,香油半瓶蓋
419215,五花肉,五花肉1 斤
419215,綠竹筍,綠竹筍半斤
419215,米酒,米酒4 大匙
419215,薑,薑三片
419215,醬油,醬油5 大匙
419215,蔥,蔥1 把
419215,水,水200 ml
419215,蠔油,蠔油1 大匙
419215,冰糖,冰糖2 小匙
466548,綠竹筍,綠竹筍400g
466548,醬油,醬油2大匙
466548,白醋,白醋2大匙
