recipe_id,description,step_no
472300,用BRITA 濾水壺過濾生水中的氯即可,4
472300,今年(2025,5
472300,1,6
472300,18)開始醃製酸白菜 至今(2025,7
472300,2,8
472300,9)已超過二十天了,9
472300,今天是2025,10
472300,2,11
472300,14 酸白菜從瓶子裡取出來 分裝在密封袋裡放冰箱,12
472300,這一袋酸白菜是最近要料理的,13
472300,酸白菜炒肉絲~😋😋😋,14
472300,酸菜白肉臭臭鍋~👍👍👍 用十字切將深坑臭豆腐四塊切成16塊 加了幾葉高麗菜、火鍋五花肉片150克,15
472299,茄子去蒂滾到切備用.,1
472299,"取小鍋子,放入鹹蛋白末,蒜碎,辣椒,酒,味霖,白米醋及檸檬果醬煮滾出香氣,續放入步驟1裹調味料加蓋關極小火.",2
472299,"煮至稍微縮水,倒入昆布柴魚高湯與水再加蓋煮熟軟,開蓋偶爾搖晃鍋子收汁即可.",3
472273,先將所有材料備妥。南瓜削皮切小丁，蕃茄洗淨切小丁，豆腐切塊，高麗菜切小段，小白菜洗淨切小段。(蔥只是配色，不放沒關係),1
472273,準備一大鍋，內放1000CC水煮沸。水滾後，中火，先放入硬的食材將小玉米用手撥成小段，高麗菜放入。接著再放入南瓜塊、蕃茄塊、鹽巴。蓋上鍋蓋，煮約3分鐘。,2
472273,打開鍋蓋，接著放入軟的食材，雪白菇、豆腐、小白菜，中火看著煮至滾。,3
472273,水滾後，攪拌一下，即可熄火。喜歡這料理請幫我按讚、收藏^ ^。由於葉菜類易熟，所以不可以和高麗菜等硬食材一起放入鍋中煮，因為會變成一個太熟變色一個卻才熟的狀態。南瓜入水煮後即會變軟，所需時間也不用太長免得整鍋都變色。,4
472272,山藥削皮切成四方長段泡醋水備用。,1
472272,鍋中沸水下山藥煮2分鐘撈起。,2
472272,撈起的山藥泡冰水至完全冷卻撈起瀝乾備用。,3
472272,橫擺一層。,4
472272,陸續再疊上一層共3層。,5
472272,擺好後準備淋上醬汁。,6
472272,淋上百香果醬汁後即完成。,7
472264,煮一鍋水，山東大白菜撥開洗淨後泡入熱水中，藉由熱水川燙可以讓大白菜拌炒時加速熟化。,1
472264,豆皮放入熱水中進行泡發動作，可以加速拌炒的時間。,2
472264,加熱鍋具，倒入食用油，紅蘿蔔削皮，先切成片再切成細絲，放入鍋中爆香，香菇洗淨切細絲，放入鍋中爆香。,3
472264,將川燙的山東大白菜放入鍋中拌炒。,4
472264,將豆皮撈出，擠乾水份，放入鍋中拌炒。,5
472264,加入鹽巴調味、白胡椒粉調香，稍加拌炒即可熄火盛盤上菜。,6
472264,開動嘍！,7
472255,●當日的溫體豬排骨，肉新鮮洗淨免醃。 ●蒜瓣洗過切掉地頭拍碎剝膜。,1
472255,配菜依喜好準備可以順便清冰箱： ●青花菜整朵沖洗過，用小刀摘切一朵朵，加1大匙麵粉泡在水至少15分鐘後洗淨。 ●彩椒跟著青花菜一起洗淨，切掉蒂頭去籽切塊。 ●無毒白玉蘿蔔朋友送一大袋來，刷洗乾淨刨皮切塊。,2
472255,●蜜汁材料取乾淨的碗攪拌均勻備用。,3
472255,●鍋中小火加1小匙油，不是要炸排骨油量潤鍋即可，鍋熱均勻擺好肋排，設定計時器蓋鍋煎5分鐘。,4
472255,●5分鐘後打開鍋蓋，用筷子幫排骨一一翻面，再蓋鍋煎5分鐘，切塊的排骨共煎10分鐘已熟，先夾出。,5
472255,●用煎排骨的原鍋原油小火放蒜瓣爆香。,6
472255,●聞到蒜香，把白蘿蔔塊放進來拌炒均勻沾滿油脂，蓋上鍋蓋蒸炒蘿蔔3分鐘。,7
472255,● 3分鐘後打開鍋蓋，翻炒一下白蘿蔔，再把青花菜放進來拌炒，再次蓋過蒸炒1分鐘，如果鍋中的湯汁太少可以補一大匙水，能讓蔬菜快熟，1分鐘到打開鍋蓋翻半一下，最後再把彩椒放進鍋翻炒讓味道融合，配菜就炒好了，先把青花菜跟彩椒夾出。（鮮蔬是要搭著蜜汁一起吃，所以我沒再加鹽。）,8
472255,●把煎熟的排骨倒回鍋中，撒上白胡椒跟黑胡椒粒，翻半均勻排骨有滋味。,9
472255,●再把調好的蜜汁倒進鍋中拌炒均勻，蓋鍋煨2分鐘，最後開鍋煨讓蒸氣揮發能讓蜜汁收的更好。,10
472255,●最後，都煮好再從冷凍取出冷凍草莓，可當盤飾也能提升營養豐富性。,11
472255,好吃也好看。,12
472247,準備食材。,1
472247,使用鹽巴把秋葵表面搓一搓，目的是去除表面絨毛。,2
472247,秋葵洗淨，而後把蒂頭上面一圈削掉。,3
472247,川燙秋葵。,4
472247,起鍋後過涼水冰鎮。,5
472247,山藥洗淨去皮後，放入袋子中，使用玻璃罐將其壓碎。,6
472247,秋葵切小段。,7
472247,把柚香檸檬沾淋醬和蜂蜜混合均勻。,8
472247,組裝→先放白飯+山藥泥+秋葵+淋上醬汁。完成!!!!!,9
472243,豬肉切指頭大小，稍微拍打，調入醬油、糖。 放入豬肉重量約的一半的木薯粉，加上熱開水，搓柔。,1
472243,白菜煮軟。,2
472243,肉一塊一塊放入滾滾白菜湯中。,3
472243,盛入碗中。,4
472239,芹菜去除葉子，切掉蒂頭，從蒂頭地方往下撕去老筋，芹菜從中間切成2段，放入鹽水中清洗乾淨，再切成小段，放入大盆中，加入少許鹽攪拌均勻，約5分鐘後，擠出水分備用,1
472239,豆干切薄片，再對半切小段；蒜頭去膜，切片；辣椒去蒂，切小段,2
472239,將所有醬汁材料，放入碗中攪拌均勻,3
472239,起油鍋，放入豆干炒至兩面金黃，盛起備用,4
472239,同上鍋，再加少許油，放入蒜頭爆香，再倒入芹菜、辣椒拌炒，加入作法4豆干拌炒均勻，倒入作法3醬汁炒至收汁即可,5
472236,先將九層塔剪碎。,1
472236,打入兩顆雞蛋並撒些許鹽及胡椒拌勻。,2
472236,鍋中倒入多一點點的油熱鍋、將雞蛋液倒入。,3
472236,兩面半煎半炸至金黃即可取出。,4
472236,金黃色澤「九層塔蛋」還帶著九層塔的香氣！！,5
472236,酥酥脆脆的蛋香～～也太好吃了吧！！,6
472234,熱油鍋蒜末爆香後放入肉絲爆香，加入切塊南瓜及紅蘿蔔,1
472234,加水淹過所有食材超過約2公分 煮滾後加切塊豆腐及雞湯塊一起再煮7-8分鐘，以筷子插南瓜，可順利穿透即可加胡椒粉及蛋液，攪動湯讓蛋液不會結塊即可熄火。,2
472234,清爽又有香氣，自然甜味的栗子南瓜湯上桌,3
472222,乾香菇泡水：約一小時後會軟，香菇水請留下,1
472222,切切切：白菜切片、香菇切片、辣椒切圈、蒜頭切成末、薑切絲,2
472222,爆香：熱油鍋，加入蒜末、薑絲、辣椒爆香，再加入香菇炒香,3
472222,炒白菜：加入白菜莖，炒它，炒至微軟後，再加入白菜葉，繼續炒,4
472222,燜軟白菜：加入半碗香菇水，煮沸後蓋上鍋蓋，轉中小火燜10分鐘,5
472222,調味：加鹽1小匙、糖1小匙、白胡椒2小匙、沙茶醬2大匙，拌勻後起鍋,6
472221,乾辣椒可於傳統市場／乾貨行／大賣場購得，清洗乾淨後用剪刀剪成斜片或小段,1
472221,起一鍋滾水，調入鹽、食用油，然後下入青菜,2
472221,焯水3~5分鐘至蔬菜軟化,3
472221,撈出，用冷開水漂涼,4
472221,鍋熱倒植物油、香油,5
472221,花椒油，然後下蒜末、乾辣椒、胡蘿蔔翻炒，最後嗆入蒸魚豉油,6
472221,澆在青菜上，鹽、糖、味精調味,7
472217,碗中加入蔘鬚、黃耆、甘草、大棗、枸杞，加米酒或黃酒浸泡一晚,1
472217,戴上手套，將山藥去皮、洗淨，然後切成小片或小塊【泡水防止氧化變色】,2
472217,鍋中加入薑片、汆燙好的玉米雞，再加冷水、藥酒與藥材,3
472217,小火燉煮40~60分鐘,4
472217,加入山藥，繼續燉煮20分鐘,5
472217,調入鹽、雞粉，最後撒上枸杞即可,6
472213,使用適量的水將泡麵煮開,1
472213,加入肉片、茼蒿和金針菇,2
472213,將BB麻辣醬加進鍋內,3
472213,倒入牛奶,4
472213,滾開後裝入碗內即完成,5
472200,絞肉加入黑胡椒粒、鹽巴，然後拌勻靜置入味，洋蔥切絲、大蒜剁碎、辣椒切碎備用、番茄切丁備用,1
472200,熱鍋加入油，轉中大火，等油和鍋都熱了加入洋蔥大蒜和辣椒翻炒至香氣出來，加入牛絞肉翻炒至肉變色，倒入米酒、薄鹽醬油，再加入番茄繼續攪拌均勻,2
472200,番茄拌勻後中間留一個位置給意麵，利用番茄出的水讓意麵吸飽，放入意麵後馬上蓋鍋蓋，轉中小火5分鐘，適時觀察如果太乾可以加入1,3
472200,3杯水，水不要太多,4
472200,等意麵軟化轉大火收汁，翻炒致水分消失，即可起鍋裝盤,5
472182,薑片冷水下鍋煮沸,1
472182,煮沸後約5分，有薑色薑味後加入虱目魚骨轉至中小火悶煮約20分鐘,2
472182,適量加鹽調味，加入菠菜煮至柔軟，即可盛出享用。,3
472163,1.菠菜葉少許，川燙幾秒後放涼備用！ 2.將菠菜葉和水混合，總共300克 用攪拌棒打成汁！ 3.再加入所有的粉類和鹽一起打成麵糊狀態！,1
472163,平底鍋煎成蛋餅皮！,2
472163,加蛋,3
472163,再加入自己喜歡肉排、起司片、培根、玉米等等食材捲起即可。,4
472163,軟Q軟Q的~~~😋菠菜葉加多加少差在成品顏色 這次的葉子加比較多片 煎好變好深綠！,5
472160,鮮蝦去頭去殼剖背去泥腸，洗凈後擦乾，馬鈴薯去皮洗凈，巴西里葉用可飲用水洗凈瀝乾（巴西里葉可用蔥花替代）；,1
472160,去皮馬鈴薯切小丁，蒸30分鐘；蒜頭拍扁切蒜末、小玉米筍切圓型厚片；巴西里葉切碎備用；,2
472160,蝦仁用醃料抓勻，這裡不需放鹽，只需要半小匙的「烹大師」昆布風味做調味；,3
472160,把醃料和蝦全部抓勻即可；,4
472160,鍋熱放橄欖油，下蒜末，放入鮮蝦煎上色後翻面續煎炒開，關火備用；,5
472160,取出蒸好的馬鈴薯泥；,6
472160,烤箱預熱到200度；馬鈴薯蒸透後，趁熱倒入大鍋中，加入優質橄欖油、鹽、「烹大師」昆布風味、1半的牛奶，,7
472160,趁熱壓成泥；,8
472160,接著再放入另一半的牛奶，繼續壓拌成更細軟的馬鈴薯泥；,9
472160,將馬鈴薯鋪進烤模中，擺上蒜味蝦球，,10
472160,撒上馬薩瑞拉起司，擺上玉米筍塊，,11
472160,入烤箱烤10分鐘，轉上火再烤5分鐘即可；,12
472160,烤到起司融化上色；,13
472160,出烤箱後，撒上巴西里葉末或蔥花，可搭配煎烤過的歐式麵包享用。,14
472123,1.蒜頭切末；小魚乾沖洗乾淨。 2.龍鬚菜除去鬚鬚， 撕去粗纖維，用手摘折成適當長度，若是無法輕易折斷，則表示口感較老，這部分便不要了。摘折完，分成梗跟葉。,1
472123,熱鍋熱油，加入蒜頭，放入小魚乾翻炒至香味出來,2
472123,放入菜梗、水，悶煮2分鐘。,3
472123,加入菜葉的部分，繼續悶煮2分鐘。,4
472123,開蓋加鹽調味，翻炒均勻。 將蔬菜播到一旁，鹽加在湯水的地方，不要直接撒在蔬菜上，再翻炒蔬菜，如此一來調味會比較均勻。,5
472123,完成。,6
472109,乾辣椒洗淨，剪成小段【清洗是為了去除灰塵，同時也防止辣椒炸糊發苦】,1
472109,冷鍋加入沙拉油，小火翻炒2分鐘,2
472109,炒出辣椒散發香氣、色澤變深，而且辣椒明顯膨脹就立刻關火,3
472109,攤開晾涼，辣椒冷卻後會變特別酥脆，手指一掐就碎,4
472109,放涼的辣椒放入研磨機,5
472109,打成粗顆粒片狀，也可以用刀子砸成【刀口海椒】,6
472109,粗辣椒麵放入盆中，將燒熱的沙拉油潑入1,7
472109,3,8
472109,每次都潑1,9
472109,3，把熱油全部潑完,10
472109,最後淋入米酒，激發辣椒香氣,11
472109,靜置一夜後，色澤特別紅亮，香氣也很濃郁,12
472109,裝瓶就完成了,13
472102,將鋁箔紙四邊摺起，防止漏汁。茄子洗淨抹乾，開半。用刀尖在茄子上𠝹出坑紋，會更入味。,1
472102,將蒜頭和指天椒切碎，混合生抽、鎮江醋和糖。淋在茄子上。水滾用中火蒸大約十分鐘。,2
472102,出爐後將蔥花和炸乾蔥灑上面，將鋁箔紙上的汁淋在茄子上， 完成 (｡◕∀◕｡),3
472099,▪️雞蛋打勻後加入醬鹽和黑胡椒粉拌勻備用 ▪️蕃茄切片、菠菜切段 ▪️熱油鍋後先炒蕃茄再下菠菜,1
472099,之後加入蛋液,2
472099,半熟後加入奶油乳酪 ▪️噴槍加速熟成,3
472099,完成✅,4
472095,倒入麻油，冷油薑下去，小火慢慢煸。不要大火，麻油不適合高溫喔！,1
472095,煸到薑微焦，倒水煮滾，加入米血之類想吃的食材。,2
472095,米血煮軟後再加魚，因為魚煮太久會散掉，所以我把其他食材都煮熟後才煮魚,3
472095,起鍋前放茼蒿，鹽巴適量。因為小孩也要吃，所以沒加酒。,4
472057,蘿蔔切薄片、丁塊 不同的形狀，口感吃起來也不一樣,1
472057,切好的蘿蔔灑上鹽巴 重點：使蘿蔔出水，可以手捏看看蘿蔔有沒有軟 變軟、出水後，清洗蘿蔔，避免過鹹,2
472057,調製酸甜液體檸檬汁+糖+氣泡水 淹過蘿蔔，可以嚐看看酸甜的味道夠不夠,3
472057,放置冰箱，一個晚上，吃炸雞的時候可以配著吃,4
472056,鍋中加入食用油，加入乾香菇、蝦米、菜脯（可加可不加），炒到有香氣後加入芋頭絲拌炒。 （乾香菇、蝦米泡軟切碎，菜脯泡過（去除些鹽分）切碎、芋頭切絲）,1
472056,炒至芋頭轉黃（無燒焦）後，加入少量水（避免燒焦）、少量鹽、醬油，拌炒。讓材料吸收香氣、上色和入味。,2
472056,再來米粉+2小碗水（大概就好），攪拌至均勻，倒入鍋中和食材混合，倒入後就可以把火關掉，若難以攪拌或粉結塊，再補一些水，至圖中稠度。若水份太多可以煮久一些，把水煮掉後再關火（注意不要燒焦）。,3
472056,保鮮盒內（或是其他容器）鋪上烘焙紙，將炒好的材料都放進去，壓平整。直接放入電鍋蒸。,4
472056,蒸30分鐘以上，將筷子戳入糕內拔出，若筷子上有明顯的糊狀粉痕，再繼續蒸，若沒有，則可取出冷卻。,5
472056,待完全冷卻後（可進冷藏擺放），即可分切成想要的形狀，這裡想要用煎的所以切成片狀。,6
472056,鍋中倒些食用油，小火慢慢煎至兩面金黃，即可起鍋。 😋,7
472055,四季豆剝皮後切小丁後加入1小匙鹽拌勻、辣椒切片備用,1
472055,熱鍋加入豬絞肉炒香,2
472055,加入豆豉炒香,3
472055,加入辣椒炒香後加入一小碗高湯（水也可以）煨煮,4
472055,加入白胡椒、醬油調味,5
472055,稍微收汁後加入四季豆炒熟,6
472055,起鍋前加入香油，完成,7
472051,紅綠辣椒逐一洗乾淨，若有爛掉或壞掉的就剔除不要。 洗淨後，用餐巾紙將紅綠辣椒外皮的水分吸乾。,1
472051,紅綠辣椒切除蒂頭，切成約1公分的辣椒圈 (如果手部肌膚比較敏感，可以戴手套作保護),2
472051,若辣椒籽有脫落，可以將辣椒圈放在大洞漏勺裡略作搖晃，將辣椒籽篩除一些,3
472051,製作料汁： 鍋中倒入醬油150克、冰糖18克，開火煮至冰糖融化。 加入糯米醋30克，續煮至沸騰馬上關火，放涼備用。,4
472051,取乾淨的玻璃瓶，將切好的辣椒圈裝罐，最上面放上去皮切片的老薑10克，倒入放涼的料汁。 取乾淨的湯匙，將辣椒圈壓一壓，讓辣椒圈都沾到料汁。 蓋上蓋子，放入冰箱冷藏12小時就可以食用了。,5
472040,菠菜葉可以先燙過 剪碎加入蛋裡攪拌 先把切碎的蒜頭爆香 再倒入飯 把結塊的飯壓扁和蒜頭混合 最後在把飯撥到鍋子另一邊 加入菠菜蛋液 七八分熟的時候加入醬汁 最後在一起拌炒 就可以上桌了,1
472025,備料芋頭切塊蒸半熟（不要太熟會太爛） 蝦仁去尾和蝦腸 花枝切條香菇切細條泡水 瘦肉切條 乾魷魚剪條泡水 鰹魚高湯熬高湯 （2000cc 2包） 乾米粉泡水（至少泡20分鐘泡軟）,1
472025,蒸後的芋頭煎到面面焦香後取出,2
472025,加油煎蝦頭逼出蝦油,3
472025,蝦頭加入豬肉條 豬肉半熟後全部取出 （如果用豬五花可以先煎香豬五花逼油後再加蝦頭逼蝦油）,4
472025,將步驟4的蝦油 炒乾魷魚、乾香菇、蝦米 小火炒香,5
472025,加入芋頭一起扮炒 讓香料味一起裹上 稍微炒香,6
472025,步驟6繼續加入事前準備的鰹魚高湯 加入步驟4的炒料 湯頭煮滾,7
472025,加入泡好的米粉 小滾時加入海鮮 鮮蝦、花枝 慢慢熬湯 （喜歡貢丸可以於此步驟加入）,8
472025,起鍋前 加入用水調散的素蠔油、白胡椒粉 調完至喜歡的味道 出鍋前關火加入芹菜碎 扮勻,9
472025,完成 鮮味十足的芋頭米粉湯,10
472025,Tip: 這次高湯用了鰹魚高湯包 （600cc 1小包）,11
472024,備菜 鹹豬肉切小塊蒜苗斜切洋蔥小段,1
472024,鹹豬肉少許油 慢慢煎逼出油 （過程中可以用些水煎方式 慢慢壓肉逼油，把油撈出來可以炒菜，很香）,2
472024,先炒白蒜苗 炒香後加入生洋蔥快炒30秒,3
472024,加入青蒜苗拌勻炒香 起鍋前加入黑胡椒粒,4
472024,完成上桌 沒有特別加調味 吃鹹豬肉香,5
472020,『本次食材』,1
472020,➥雞肉：剁塊 ➥冬瓜：去皮籽，切喜歡的大小塊 ➥薑：切薑片、薑絲 ➥青蔥：切蔥花 ➥香菇：切小塊 ➥蛤蜊：泡鹽水吐沙清洗備用,2
472020,①鍋中➕雞肉、薑片、米酒、清水(淹過食材高一點) ②轉中火🔥汆燙至雞肉定型上色後撈出 ③雞肉稍微表面清洗後備用,3
472020,①鍋中➕燙好的雞肉、冬瓜、香菇、清水(淹過食材高一點或隨意) ②轉中火🔥煮滾後去浮沫 ③蓋上鍋蓋轉小火🔥燜煮約15分鐘 ❶時間長短可看自己喜歡冬瓜的軟硬度做改變，有煮熟就好,4
472020,①冬瓜熟度ＯＫ，開蓋加入蛤蜊、薑絲、小把蔥花、米酒後轉中小火🔥煮滾煮開蛤蜊 ❶米酒非必要 ❷也可以蓋鍋蓋煮開,5
472020,①拌勻試味道🥄 ②➕鹽巴、白胡椒粉、香油調味即可上菜 ❶料太多可以先撈出，調完味道再加回,6
471994,備滾水，入薑片米酒，排骨川燙去血水後撈起備用。,1
471994,白蘿蔔削皮後切塊，滾水川燙去苦澀。玉米刷洗後活水洗泡五分鐘，整條入滾水川燙3分鐘左右，半熟的玉米比較好剁，也順便將可能殘留的農藥再次清潔過。,2
471994,玉米剁塊、切少許紅蘿蔔絲，香菜洗淨備用,3
471994,將排骨，玉米塊，白蘿蔔塊，紅蘿蔔絲入大同內鍋。 倒入約1000cc的ro 水入內鍋。 外鍋倒一杯米杯的水，跳起來後再悶一下，不要馬上開鍋，避免被水蒸氣燙傷。,4
471994,煮好後放入兩茶匙鹽巴，少許黑胡椒粉，少許香菜，香菜亦可先滾水川燙再入鍋。,5
471994,盛裝上桌。,6
471992,備料圖，有的食譜也有加一點味霖、一點黑胡椒粉、一點酒提味，但我懶所以只有用醬油和蘋果醬（有甜所以我連糖都省了），原味食材的甜也能突顯簡單就是美味,1
471992,醃牛肋條：牛肋條切小塊，加一大匙醬油和兩大匙蘋果醬攪一攪，蓋蓋子放冰箱冷藏醃漬一小時，中間時間切蘋果片和準備煮義大利麵,2
471992,氣炸牛肋條 180度 5分鐘，攪一攪翻面,3
471992,鋪上蘋果片續烤，氣炸烤箱180度 5分鐘；蘋果片翻面，氣炸烤箱180度3分鐘,4
471992,✅完成，烤蘋果牛肋條可以當一道料理，也可以搭配番茄義大利麵擺盤變成義大利麵料理。,5
471987,娃娃菜切,1
471987,炒，悶,2
471987,盛,3
471984,小黃瓜選擇直長狀，擺盤時更好看，蒜頭要用到一整顆，香油選白芝麻香油；,1
471984,小黃瓜滾鹽靜置5分鐘，去除生味；,2
471984,蒜頭去皮，,3
471984,壓成蒜泥或者可用調理機打成略帶顆粒的蒜泥；,4
471984,小黃瓜洗去表面的鹽巴，去頭尾後，在小黃瓜的表面上削去部份的表皮成，約削三刀，然後泡冰水，放冰箱冷藏冰鎮；,5
471984,白芝麻小火烘炒出香味；,6
471984,加到蒜泥中，再加入其它調味料，以鰹魚粉提甜度；,7
471984,加入淹沒蒜泥的香油，攪拌均勻後放冷藏；,8
471984,冰鎮後的小黃瓜擦乾，切成略有厚度的片狀；,9
471984,擺到餐盤中，淋上大蒜鹽醬，再淋上大蒜鹽醬中的香油，,10
471984,撒上少許辣椒粉即可。,11
471981,蔬菜洗凈瀝乾，高麗菜、洋蔥切絲、蔥切蔥花；,1
471981,取大鍋加入高麗菜絲、紅蘿蔔絲、洋蔥絲、絞肉、全蛋和蔥花；以鹽、「烹大師」鰹魚風味（增鮮添風味減少鹽的用量)、黑胡椒粉調味，,2
471981,先混勻；,3
471981,加入麵粉和水，,4
471981,拌成麵糊；,5
471981,最後加入優質橄欖油再次混勻；,6
471981,平底鍋燒熱，放油，下麵糊，小火慢煎，邊煎邊壓整成圓型，,7
471981,蓋鍋蓋約5分鐘；,8
471981,翻面蓋鍋開中小火煎3分鐘，把另一面也煎成金黃色即可。 翻面時可直接甩鍋翻面，或者用比鍋大的盤子蓋在鍋上，將餅翻到盤子裡，再滑進鍋中就可以。,9
471981,起鍋後可淋上喜好的蕃茄醬或日式沙拉醬，也可以撒些柴魚片和蔥花增加風味。,10
471980,將雞肉切片使用味醂、米酒、香油、味增，醃漬一個晚上讓雞肉充分吸收醬料的風味.,1
471980,將高麗菜切塊洗淨瀝乾備用,2
471980,熱油鍋將高麗菜炒至7分熟加雞粉與鹽巴調味,3
471980,再將雞胸肉加入半炒至食材熟透即可,4
471979,小黃瓜，洗淨切片、雞蛋打散備用,1
471979,熱油鍋將雞蛋炒至7分熟後盛起,2
471979,放入小黃瓜加入雞粉，帶熟透後加入雞蛋與蠔油翻炒即可,3
471978,將青江菜去頭洗淨瀝乾、煙燻豆包切成適當大小,1
471978,熱油鍋加入青江菜快炒放入煙燻豆包、雞粉、鹽、辣雞醬，快炒至食材均勻混合,2
471974,將白米與糙米洗淨浸泡30分鐘,1
471974,電子鍋內鍋放入浸泡過後的米依照煮粥模式加入適量的水及白花椰菜、紅蘿蔔絲、玉米、豆皮，加入鹽跟雞粉拌勻,2
471974,使用電子鍋煮粥模式，等待煮熟通知後悶15分鐘再加入油蔥酥拌勻即可,3
471967,將肉絲使用米酒、鹽、香油醃漬15分鐘，再使用太白粉拌勻,1
471967,花椰菜去硬梗洗淨瀝乾備用,2
471967,熱油鍋將肉絲炒至7分熟後盛起，再放入花椰菜炒至變色，加入雞粉調味與肉絲拌勻即可。,3
471966,將水蓮切斷，洗淨瀝乾，百葉豆腐切成細條狀,1
471966,熱油鍋放入水蓮與百葉豆腐大火快炒,2
471966,加入鹽巴與雞粉拌勻即可,3
471965,將雞胸肉肉切片，用米酒香油鹽拌勻醃漬15分鐘（醃漬一晚也行）在使用太白粉，裡裡外外均勻覆蓋,1
471965,將南瓜削皮、去籽切片備用,2
471965,熱油鍋將南瓜翻炒，蓋鍋悶3分鐘,3
471965,加入雞胸炒至食材熟透，加鹽與雞粉拌勻即可,4
471942,排骨酥（現成）150g冬瓜300g薑絲2片 水800CC 醬油1小匙 雞粉1,1
471942,2小匙 鹽1,2
471942,4小匙 糖1,3
471942,4小匙 ----- 將以上材料放入鍋內 大火煮滾蓋鍋轉小火，悶35分鐘 湯裝碗放香菜少許,4
471934,剛好有用電鍋做滷味滷肉跟豆干順滷蛋跟香菇。,1
471934,做蘿蔔糕炒肉燥順多做些，用碗裝起來做碗糕拿來消滅。,2
471934,習慣用十人份大同電鍋蒸碗糕，三個飯碗可一次蒸，碗不用抹油加1,3
471934,2大匙滷肉汁在碗裡轉轉即可達不沾效果，潤碗的滷汁記得倒掉才不會這碗糕較濕。,4
471934,在來米粉跟蓮藕粉放在盆裡。,5
471934,加冷水200cc用湯匙拌勻。,6
471934,起湯鍋加350cc水煮滾熄火，把調勻的粉漿邊倒邊喇，喇勻後淋2大匙滷汁讓粉漿有味道，不用另外做醬汁。,7
471934,趁熱把粉漿填裝在碗裡，湯匙背沾滷汁將粉漿抹平整。,8
471934,鋪上滿滿的蘿蔔肉燥、香菇跟蛋。,9
471934,電鍋外鍋400cc水，蒸至電鍋跳起。,10
471922,A.取一耐熱的大盆，加入粗細辣椒麵、粗細花椒麵、王守義十三香、熟白芝麻,1
471922,仔細攪拌均勻,2
471922,倒入200g冷油、50g白酒，把辣椒麵拌濕，防止炸糊,3
471922,B.花生米炸熟、放涼，加入絞肉機,4
471922,用瞬轉模式攪打3下，稍微把花生打破即可,5
471922,用漏勺過篩，把花生皮全部搓掉,6
471922,重新放入絞肉機，打成花生碎,7
471922,放在拌濕的辣椒麵上,8
471922,C.炒菜鍋中加入薑片、八角、葵花油,9
471922,小火炸6~8分鐘至薑片焦黃，熄火並撈出料渣,10
471922,熱油分3~5次潑進盆裏，攪拌均勻【盆子太小的話熱油會溢出來，非常危險】,11
471922,全部潑完後，攪拌均勻並靜置一夜,12
471922,裝入玻璃瓶，常溫可保存3~6個月、冷藏可保存1年,13
471878,下少許油爆香蒜末及辣椒末。,1
471878,再加入新鮮香菇拌炒，炒至出水。,2
471878,再加入娃娃菜。,3
471878,拌炒均勻，再加入柴魚粉及鹽巴調味，即可美味上桌。,4
471870,雞腿肉皮向下煎到黃金，再翻面，再加入水滾了之後，再換鍋子，調味料,1
471870,山藥、枸杞、紅棗、黨蔘、香菇就可以下去囉，大火滾後可以再用小火燜煮19分鐘，調味料可以自行再調整,2
471861,先將四季豆去頭去尾，醃肉條。,1
471861,爆香蒜頭。,2
471861,下肉條，爆炒。八分熟舀起。,3
471861,四季豆快炒至8分熟。,4
471861,加入肉條，加入避風塘蟹香蒜酥。大火快炒。完成。,5
471857,芹菜洗淨泥沙、切段備用,1
471857,起一大鍋滾水，水裡加鹽，芹菜下鍋焯1~2分鐘，去除苦澀味,2
471857,芹菜控乾水分，加入蒜末、醬油、鹽、糖、白醋、味精,3
471857,青花椒、紅花椒洗淨，乾辣椒洗淨、剪成小段,4
471857,鍋中加入花椒、辣椒、香油，小火炸出椒麻香味【不想吃到花椒粒的話，記得準備濾網】,5
471857,滋啦一聲將花椒油潑在蒜末上，迅速攪拌均勻，醃漬半小時以上即可開吃,6
471838,材料：生菜、蝦仁400g 、絞肉170元、紅甜椒一顆切丁、芹菜半把切丁、蔥一根、洋蔥半顆切丁、蘋果一顆切丁、蒜頭四顆切丁、奶油小塊（小火熱油準備小炒蒜料、蝦仁）蛋白、蝦仁一半切至碎丁微末，一半切小塊保留脆口。加入一顆蛋白、白胡椒粉撒表面，輕輕抓醃。,1
471838,加入一顆蛋白、白胡椒粉撒表面，輕輕抓醃。幫助蝦仁絞肉更滑口一些。依序洋蔥👉🏻甜椒👉🏻下鍋，同時灑鹽、胡椒調味。目標是讓蔬菜清爽多汁不軟爛，所以這段翻炒只要20-30秒。老油條、蘋果最後一起加入,2
471838,(1)食材全都切丁、蝦仁🍤切一半碎一半小塊、 (2)蝦仁🍤切一半碎一半小塊+一顆蛋白、白胡椒灑表面抓一抓！增加口感 (3)沙拉油小火炒蒜、蝦仁🍤放入炒出香氣半熟即可再放上奶油🧈後加入洋蔥🧅甜椒🫑加一點鹽巴、胡椒、芹菜）炒2-30秒（不用炒太久） (4)起鍋再放蘋果、蔥末、（瀝乾水）後灑老油條碎末,3
471817,小黃瓜切成段，蒜頭去皮後處理成蒜末。,1
471817,小黃瓜直接拍碎，更易入味。,2
471817,放入一小匙鹽，抓拌均勻，靜置30分鐘讓小黃瓜出水。,3
